Timestamp,Sex,Age,Experience,FromLeargningToJobTime,Category,CloudUsage,FirstLanguage,CurrentLanguage,MainFramework,SourceControl,HasTesters,CI,StackoverflowPoints,GithubStars,WorkType,JobType,WorkingLanguage,MainEmployerCategory,PhysicalLocation,AverageMonthlyRevenueInGel,CountryWithMostRevenue,CurrentJobSatisfaction,AverageMonthlyWorkHours,DeservedSalaryOpinion,GPA,EducationLevel,LaptopDesktop,OperatingSystem,RAM,Memory,InformationTechProgressActions,GainNewGenerationInterest,NextSurveyQuestion
12/11/2022 15:09:50,მამრობითი,18-20,0-1 წელი,0.5 წელი - 1 წელი,Support Specialist,არ ვიყენებ,Javascript,SQL,არც ერთს,Bitbucket,არ უპასუხია,არ ვიყენებთ,არ მაქვს account,0-10,Full Time,Office -  International Projects,ქართული,ფინანსები,საქართველო,500-999,საქართველო,არა,40-100,1000-1500,3.5-3.7,ვსწავლობ/dropout -  bachelor,Desktop კომპიუტერი,Windows,8 gb,512 gb,სკოლის ბავშვების ჩართვა,codehs-ის karel-ის ეტაპი არის ამის ნათელი მაგალითი,..
12/11/2022 18:58:00,მამრობითი,21-23,2-4 წელი,1 წელი - 18 თვე,Mobile Apps Developer,AWS,Javascript,Kotlin,Spring,Git,კი,Jenkins,0-10,0-10,Full Time,Remote  - International Projects,ინგლისური,ინფორმაციული ტექნოლოგიები,საქართველო,6k-7k,დიდი ბრიტანეთი,კი,40-100,6k-7k,2.5-3,ვსწავლობ/dropout -  bachelor,ლეპტოპი,Macos,16 gb,256 gb,,,
12/11/2022 20:44:16,მამრობითი,30-34,არ მაქვს,არ ვმუშაობ,Mobile Apps Developer,Firebase,Swift,Swift,UIKit,Git,არა,არ ვიყენებთ,არ მაქვს account,არ უპასუხია,არ ვარ დასაქმებული,Office - Local Projects,ინგლისური,არ უპასუხია,საქართველო,500-999,საქართველო,არ უპასუხია,არ უპასუხია,1000-1500,არ უპასუხია,დავამთავრე -  bachelor,ლეპტოპი,Macos,16 gb,1 tb,დღეს ნებისმიერი პრობლემა ამ ქვეყანაში გამოწვეულია გაუნათლებლობით,"პატარა ასაკიდანვე, სკოლაშივე უნდა ისწავლებოდეს გასართობ დონეზე",რამხელაა სხვაობა შარშანდელ და დღევანდელ საკუთარ თავს შორის
12/11/2022 21:22:49,მდედრობითი,21-23,1-2 წელი,0 - 0.5 წელი,Front End Developer,AZURE,Javascript,TypeScript,Angular,Git,კი,არ ვიყენებთ,0-10,არ უპასუხია,Full Time,Office -  International Projects,ინგლისური,ინფორმაციული ტექნოლოგიები,საქართველო,2k-3k,საქართველო,კი,160-200,2k-3k,3.5-3.7,დავამთავრე -  bachelor,ორივე,Windows,8 gb,256 gb,"მეტი საინტერესო სტარტაპი, პროექტი. ","პირველ რიგში უნდა მოხდეს მათი დაინტერესება რეალური სიტუაციის შეფასებით. ყველაზე მეტად არ მომწონს, როდესაც მხოლოდ ხელფასის კუთხით (რაც ამ ბოლო დროს მეტად viral გახდა) ასტიმულირებენ ახალგაზრდას და ცდილობენ ასე ჩართვას. შედეგად - კი, უდავოდ იწყებს ჩართვას ამ სფეროში, მაგრამ რამდენიმე დაბრკოლების შეხვედრისტანავე მარტივად კარგავს მოტივაციას, რაც საბოლოო ჯამში შეიძლება დროის ფუჭად გამოყენებას ნიშნავდეს. უპირველესად მიმაჩნია დავანახოთ ამ სფეროს ""წონა"" და როლი თანამედროვე სამყაროში, რომ შედეგად მივიღოთ კვალიფიციური კადრი. ",შეუცვლიათ თუ არა პროფესია IT სფეროში მოსახვედრად და რამდენად კმაყოფილია ამ გადაწყვეტილებით.
12/12/2022 4:25:06,მამრობითი,35-39,12-15 წელი,0 - 0.5 წელი,Desktop Developer,არ ვიყენებ,C,C,არც ერთს,Git,კი,Jenkins,არ მაქვს account,0-10,Part Time,Remote  - International Projects,ინგლისური,ინფორმაციული ტექნოლოგიები,საქართველო,10k-15k,არ უპასუხია,კი,40-100,30k-50k,3.9-3.99,დავამთავრე - master,Desktop კომპიუტერი,Windows,16 gb,არ უპასუხია,სკოლაში უნდა ისწავლებოდეს პროგრამირება,უკვე არიან დაინტერესებულები,
12/12/2022 12:23:10,მამრობითი,30-34,12-15 წელი,0 - 0.5 წელი,Business Analyst,AWS,SQL,არც ერთს,არც ერთს,Git,არა,არ ვიყენებთ,არ მაქვს account,არ მაქვს account,Full Time,Office -  International Projects,ქართული,ფინანსები,საქართველო,3k-4k,საქართველო,კი,200-240,3k-4k,3-3.5,დავამთავრე - master,ლეპტოპი,Windows,16 gb,1 tb,,,
12/12/2022 13:14:26,მამრობითი,30-34,4-6 წელი,0 - 0.5 წელი,Full Stack Developer,Digital Ocean,PHP,PHP,React,Git,არა,არ ვიყენებთ,10-100,0-10,Part Time,Remote  - International Projects,ინგლისური,ინფორმაციული ტექნოლოგიები,საქართველო,15k-20k,გერმანია,კი,300-400,30k-50k,2.5-3,დავამთავრე -  bachelor,ლეპტოპი,Macos,8 gb,256 gb,შეიცვალოს დამსაქმებლების დამოკიდებულება ანაზღაურების კუთხით.,პერსპექტივა & ანაზღაურება,რომელი ტექნოლოგიის სწავლას გეგმავ?
12/12/2022 13:59:08,მამრობითი,21-23,2-4 წელი,1 წელი - 18 თვე,Full Stack Developer,AWS,Java,არ უპასუხია,React,Git,არა,Github Actions,0-10,0-10,Full Time,Remote  - International Projects,ინგლისური,ინფორმაციული ტექნოლოგიები,საქართველო,15k-20k,ამერიკის შეერთებული შტატები,კი,100-160,15k-20k,1.5-2,ვსწავლობ/dropout -  bachelor,ლეპტოპი,Macos,8 gb,256 gb,,,
12/12/2022 22:15:11,მამრობითი,21-23,2-4 წელი,0 - 0.5 წელი,Front End Developer,არ ვიყენებ,Javascript,TypeScript,React,Git,კი,Vercel,არ მაქვს account,0-10,Full Time,Remote  - International Projects,ინგლისური,ინფორმაციული ტექნოლოგიები,საქართველო,7k-10k,საქართველო,არა,160-200,15k-20k,3-3.5,ვსწავლობ/dropout -  bachelor,ლეპტოპი,Macos,32 gb,512 gb,,,
12/12/2022 23:28:32,მამრობითი,21-23,2-4 წელი,1 წელი - 18 თვე,Front End Developer,AWS,Python,TypeScript,React,Git,არა,Jenkins,არ მაქვს account,არ მაქვს account,Full Time,Remote  - International Projects,ქართული და ინგლისური,არ უპასუხია,საქართველო,2k-3k,საქართველო,კი,100-160,5k-6k,არ უპასუხია,ვსწავლობ/dropout -  bachelor,ლეპტოპი,Linux,16 gb,256 gb,ანაზღაურების გაზრდა,,
12/13/2022 1:54:01,მამრობითი,27-29,9-12 წელი,1.5 წელი - 2 წელი,Full Stack Developer,AWS,C++,Javascript,React,Git,კი,Travis,2000-5000,0-10,Full Time,Remote  - International Projects,ინგლისური,ინფორმაციული ტექნოლოგიები,საქართველო,20k-30k,ამერიკის შეერთებული შტატები,კი,100-160,20k-30k,არ უპასუხია,ვსწავლობ/dropout -  bachelor,ლეპტოპი,Macos,32 gb,1 tb,,,
12/13/2022 12:56:43,მამრობითი,21-23,1-2 წელი,0.5 წელი - 1 წელი,ML Engineer,GCP,Java,Python,არც ერთს,Git,არა,Jenkins,10-100,0-10,Full Time,Office -  International Projects,ქართული,ინფორმაციული ტექნოლოგიები,საქართველო,2k-3k,საქართველო,კი,300-400,4k-5k,3-3.5,ვსწავლობ/dropout -  bachelor,Desktop კომპიუტერი,Linux,16 gb,512 gb,,,
12/13/2022 12:57:17,მამრობითი,21-23,0-1 წელი,1 წელი - 18 თვე,Front End Developer,არ ვიყენებ,Javascript,Javascript,React,Git,კი,არ ვიყენებთ,0-10,0-10,Full Time,Office -  International Projects,ქართული,ინფორმაციული ტექნოლოგიები,საქართველო,500-999,საქართველო,არა,160-200,1500-2000,2-2.5,დავამთავრე -  bachelor,Desktop კომპიუტერი,Macos,8 gb,256 gb,,"არვიცი მაგრამ, ბევრი მხოლოდ დიდი ანაზღაურების გამო იწყებს მუშაობას ამ სფეროში",რომელი კომპანია/დამსაქმებელი არ მოგვწონს ბაზარზე
12/13/2022 12:57:26,მდედრობითი,27-29,6-9 წელი,1.5 წელი - 2 წელი,Data Scientist,არ ვიყენებ,C++,SQL,არც ერთს,SVN,არა,არ ვიყენებთ,არ მაქვს account,არ მაქვს account,Both (Full time + Part Time),Office -  International Projects,ქართული და ინგლისური,ფინანსები,საქართველო,10k-15k,საქართველო,კი,240-300,10k-15k,3.5-3.7,დავამთავრე - master,Desktop კომპიუტერი,Windows,16 gb,1 tb,"უნუვერსიტერში ამ მიმართულებით ზღვარი უნდა აიწიოს,
ასევე ნაკლებად უნდა ფაიბეგროს აიტი კომპანიები",სკოლიდანვე უნდა სწავკონ მარტივი პროცესები,
12/13/2022 13:06:40,მამრობითი,30-34,9-12 წელი,3 წელი,QA Engineer,AZURE,SQL,Python,არც ერთს,Git,კი,Jenkins,10-100,0-10,Part Time,Office -  International Projects,ინგლისური,ინფორმაციული ტექნოლოგიები,ესპანეთი,5k-6k,საქართველო,კი,160-200,7k-10k,არ უპასუხია,დავამთავრე -  bachelor,ლეპტოპი,Macos,16 gb,512 gb,1. უნდა არსებობდეს ჯანსაღი ამბიცია. 2. სპეციალისტებს უნდა ქონდეთ ჯანსაღი თვითშეფასება. 3. ხელმისაწვდომობა კარგ ინტერნეტზე და ცოფრულ ტექნოლოგიებზე უფრო მაღალი უნდა იყოს.,"10-13 წლის ასაკიდან უნდა ისწავლებოდეს სკოლაში ისეთი ფორმატით, რომ სწორი წარმოდგენა შეექმნათ ციფრული ტექნოლოგიებს როლზე და თავიანთ შესაძლებლობებზე. არსებული პროგრამით ამის მიღწევა შეუძლებელია.",
12/13/2022 13:08:17,მამრობითი,15-17,0-1 წელი,3 წელი,Back End Developer,AWS,C++,C#,.NET,Git,კი,არ ვიყენებთ,10-100,0-10,Full Time,Office - Local Projects,ქართული,არ უპასუხია,საქართველო,300-499,საქართველო,კი,200-240,500-1000,არ უპასუხია,მხოლოდ სკოლა,ლეპტოპი,Windows,32 gb,512 gb,,,
12/13/2022 13:13:03,მამრობითი,30-34,6-9 წელი,4-6 წელი,Back End Developer,AZURE,C++,X++,.NET,TFS,კი,არ ვიყენებთ,არ მაქვს account,არ მაქვს account,არ ვარ დასაქმებული,Remote  - International Projects,ინგლისური,ინფორმაციული ტექნოლოგიები,საქართველო,7k-10k,საქართველო,მეტნაკლებად,0-40,10k-15k,2.5-3,დავამთავრე -  bachelor,ლეპტოპი,Windows,32 gb,512 gb,სასწავლებლებში უნდა ასწავლიდნენ კვალიფიცური ლექტორები და არა თვის დროზე ნეპოტიზმით გამხდარი პროფესორები,მეტი აპლიკაცია უნდა ნახონ და გამოიყენონ და აუცილებელია სერვერი და სხვა hardware მოწყობილების ტური,"თქვენი აზრით, რამდენად არის დაცული კონფიდენციალურობა? ეს კითხვა ვალიდურია რადგან, ზოგი მაინც ახერხებს ბანკში ნაცნობთან გადარეკვას და ადამიანის ანაზღაურების გაგებას (ეს პირადად მგონია ასე)."
12/13/2022 13:20:36,მამრობითი,21-23,4-6 წელი,1 წელი - 18 თვე,Full Stack Developer,არ ვიყენებ,C++,Java,Spring,Git,კი,Custom,არ მაქვს account,0-10,არ ვარ დასაქმებული,Office -  International Projects,ინგლისური,ინფორმაციული ტექნოლოგიები,ჩეხეთი,10k-15k,პოლონეთი,კი,0-40,15k-20k,2-2.5,ვსწავლობ/dropout -  bachelor,ლეპტოპი,Windows,16 gb,512 gb,"ზოგადად განათლების საკითხია (საშუალო და უმაღლესიც) და ასევე კარგი იქნება კომპანიები ჩამოყალიბდეს უფრო ტექნოლოგიურ პროექტებს რომელიც აკეთებენ ბიზნეს პროექტების მაგივრად (რომლებიც repetitive არის ძალიან, განსაკუთრებით როცა საქართველოს მაშტაბით კეთდება ყველაფერი და მონოლითურ არქიტექტურას აქვს ადგილი პროექტების 90%-ში)",მეტი რეკლამა,არ ვიცი
12/13/2022 13:36:57,მამრობითი,27-29,9-12 წელი,1 წელი - 18 თვე,Full Stack Developer,AWS,Java,TypeScript,NestJS,Git,კი,Gitlab,არ მაქვს account,0-10,Both (Full time + Part Time),Remote  - International Projects,ინგლისური,ფინანსები,საქართველო,20k-30k,ამერიკის შეერთებული შტატები,არა,160-200,30k-50k,3.7-3.8,ვსწავლობ/dropout -  bachelor,Desktop კომპიუტერი,Macos,16 gb,512 gb,შეიქმნას მეტი ციფრული პროდუქტი და ვატარდეს მეტი მითაფები,ყველა ხერხით გარდა ანაზღაურებისა. არ უნდა გავუსვათ ხაზი ანაზღაურებას რადგან ეს ხდება პირველი მოტივატორი ხოლმე უმეტეს შემთხვევაში რასაც 99% წარუმატებლობა და ინტერესის დაკარგვა მოყვება.,"1) რა მიმართულებით აპირებთ პროფესიის გაგრძელებას?
2) აპირებთ თუ არა მენეჯმენტში გადასვლას ან რაიმე ისეთ პოზიციაზე სადაც უშუალოდ კოდის წერა არ მოგიწევთ?

რამოდენიმე კითხვას დავამატებდი, მენტალურ და ფიზიკურ ჯანმრთელობაზე და ასევე ბედნიერებაზე საქმიდან გამომდინარე."
12/13/2022 13:37:14,მამრობითი,21-23,0-1 წელი,0 - 0.5 წელი,Data Scientist,არ ვიყენებ,Python,არც ერთს,არც ერთს,არ ვიყენებთ,არა,არ ვიყენებთ,არ მაქვს account,არ მაქვს account,Full Time,Office - Local Projects,ქართული,ფინანსები,საქართველო,500-999,საქართველო,კი,100-160,1000-1500,2-2.5,ვსწავლობ/dropout -  bachelor,ლეპტოპი,Windows,8 gb,120 gb,,,
12/13/2022 13:42:07,მამრობითი,30-34,9-12 წელი,0 - 0.5 წელი,Full Stack Developer,AWS,SQL,C#,.NET Core,Git,კი,Azure DevOps,არ მაქვს account,არ მაქვს account,Both (Full time + Part Time),Remote  - International Projects,ინგლისური,სადაზღვევო სფერო,საქართველო,15k-20k,გერმანია,კი,100-160,20k-30k,არ უპასუხია,დავამთავრე -  bachelor,Desktop კომპიუტერი,Windows,32 gb,4TB,"გადასახადების გაუქმება უცხოურ წყაროდან მიღებულ შემოსავალზე, მაქსიმალური ხელშეწყობა სახელწიფოს მხრიდან ","ვაჩვენოთ რომ მუშაობა შეიძლება ნებისმიერი წერტილიდან სადაც ინტერნეტია, არაა საჭირო ოფისში მონობა და ა.შ.",
12/13/2022 14:09:54,მამრობითი,24-26,4-6 წელი,1 წელი - 18 თვე,Back End Developer,AWS,C++,Kotlin,Spring,Git,კი,Gitlab,100-200,0-10,Full Time,Remote  - International Projects,ინგლისური,ინფორმაციული ტექნოლოგიები,საქართველო,7k-10k,საქართველო,კი,100-160,10k-15k,3.9-3.99,დავამთავრე -  bachelor,ლეპტოპი,Linux,32 gb,512 gb,"ამისათვის საჭიროა ქართული IT კომპანიების განვითარება, მათი ხელშეწყობა (თუნდაც ნაკლები გადასახადის დაკისრება), ხოლო ქართულ კომპანიებში უნდა ჩამოყალიბდეს წესიერი სამუშაო კულტურა, ხელფასიც მისაღები იყოს და გარემოც, რათა ინდივიდუალურმა ინჟინერმა უცხოურ კომპანიებში ""დოლარებზე"" მუშაობის ნაცვლად ქართულ კომპანიაშიც შეძლოს მუშაობა მისთვის მისაღები პირობებით.","დავანახოთ მისი პერსპექტიულობა, ოღონდ რა თქმა უნდა ზომიერების ფარგლებში, რადგან ჩემი აზრით არასწორია სოციალურ მედიაზე ტრაბახი იმისა თუ როგორ შეუძლია გარკვეულ აკადემიას 3 თვის ნასწავლით 10000 ლარი ხელფასზე დაგვსვას :)) 
ასევე საჭიროა საჯარო სკოლებში უფრო მეტი ყურადღება მიექცეს ამ საგანს რათა დროულად აღმოაჩინოს თუნდაც სკოლის მოსწავლემ, აინტერესებს თუ არა ეს სფერო.",
12/13/2022 14:20:59,მდედრობითი,35-39,2-4 წელი,0 - 0.5 წელი,Functional consultant,AZURE,Low code ,არც ერთს,არც ერთს,არ უპასუხია,არა,არ ვიყენებთ,არ მაქვს account,არ მაქვს account,არ ვარ დასაქმებული,Remote  - Local Projects,ქართული,ინფორმაციული ტექნოლოგიები,საქართველო,3k-4k,საქართველო,კი,200-240,4k-5k,2.5-3,ვსწავლობ/dropout - master,ლეპტოპი,Windows,8 gb,256 gb,,,
12/13/2022 14:39:20,მამრობითი,27-29,6-9 წელი,3 წელი,QA Engineer,არ ვიყენებ,C++,C#,.NET,Git,კი,Gitlab,არ მაქვს account,არ მაქვს account,Full Time,Remote  - International Projects,ინგლისური,გემბლინგი,საქართველო,10k-15k,საქართველო,კი,160-200,15k-20k,1.5-2,დავამთავრე - master,ლეპტოპი,Macos,8 gb,512 gb,"სფეროს პოპულარიზაცია, სასკოლო პროგრამაში პროგრამირების ელემენტების შეტანა, საუნივერსიტეტო პროგრამების ადაპტირება ბაზრის მოთხოვნასთან, უნივერსიტეტების მაშტაბური პარტნიორობა კერძო სექტორთან მოთხოვნადი კადრების მომზადება / მიწოდების მხრივ","უბრალოდ ვაჩვენოთ და ავუხსნათ ამ სფეროს შესაძლებლობები. მუშაობა შეგიძლია ნებისმიერი ადგილიდან, სამუშაო დროში შეზღუდული არ ხარ, ბაზარზე მოთხოვნა სულ არის დამსაქმებლისგან. საჭიროა რომ მხოლოდ შენს სფეროში პროფესიონალად ჩამოყალიბდე. ",
12/13/2022 14:40:35,მამრობითი,21-23,2-4 წელი,1 წელი - 18 თვე,Data Scientist,არ ვიყენებ,C++,SQL,არც ერთს,არ ვიყენებთ,კი,არ ვიყენებთ,10-100,10-20,Full Time,Hybrid (Office/Remote) - Local projects,ქართული,გემბლინგი,საქართველო,4k-5k,საქართველო,კი,40-100,6k-7k,1-1.5,ვსწავლობ/dropout -  bachelor,ლეპტოპი,Windows,16 gb,1 tb,. ,. ,. 
12/13/2022 15:25:10,მამრობითი,18-20,0-1 წელი,1 წელი - 18 თვე,Full Stack Developer,არ ვიყენებ,C++,TypeScript,NestJS,Git,არ უპასუხია,არ უპასუხია,არ მაქვს account,0-10,არ უპასუხია,Office -  International Projects,ინგლისური,ინფორმაციული ტექნოლოგიები,საქართველო,1000-1499,საქართველო,კი,160-200,1000-1500,3-3.5,ვსწავლობ/dropout -  bachelor,Desktop კომპიუტერი,Linux,16 gb,512 gb,"მეტი სტაჟირების პროგრამა (ანაზღაურებადი), რომ მიეცეთ ახლად დამწყებებს ცოდნის მიღება გამოცდილებაზე დაყრდნობით",მომავალი თაობის დიდი ნაწილია დაინტერესებულია ამ მიმართულებით უბრალოდ არ იციან საიდან და რა დაიწყონ ამიტომ ბევრი თავს ანებებს. ,"""რა საიდან (რაიმე პლატფორმიდან/უნიდან) სწავლობთ პროგრამირებას?"" - ეს საინტერესო იქნება"
12/13/2022 15:28:03,მამრობითი,21-23,0-1 წელი,0 - 0.5 წელი,Reporting Manager,არ ვიყენებ,SQL,SQL,არც ერთს,Git,კი,არ ვიყენებთ,10-100,10-20,Full Time,Office - Local Projects,ქართული,ინფორმაციული ტექნოლოგიები,საქართველო,500-999,საქართველო,კი,40-100,1000-1500,2.5-3,ვსწავლობ/dropout -  bachelor,Desktop კომპიუტერი,Windows,8 gb,256 gb,,,
12/13/2022 17:25:54,მამრობითი,30-34,6-9 წელი,1 წელი - 18 თვე,Full Stack Developer,AWS,Pascal,Java,Spring,Git,კი,არ უპასუხია,0-10,0-10,Full Time,Hybrid (Office/Remote) - Local projects,ქართული,ინფორმაციული ტექნოლოგიები,საქართველო,10k-15k,საქართველო,კი,0-40,10k-15k,არ უპასუხია,დავამთავრე -  bachelor,ლეპტოპი,Linux,24 gb,512 gb,"არაფერი განსაკუთრებული და განსხვავებული არაა საჭირო ამ სფეროსთვის. ყველაფრისთვის პოლიტიკური ნებაა საჭირო. ქოცები უნდა გავუშვათ და ქვეყანაში სწორი ეკონომიკური პოლიტიკა უნდა გავატაროთ, ბევრი რაღაცის დაწერა შეიძლება პუნქტებად. ერთიანობაში მარტივად, რომ ვთქვა გირჩების შეხედულებებია ყველაზე ახლოს იმასთან, რასაც ვგულისხმობ საბოლოოდ","ინფორმაცია უნდა იყოს მაქსიმალურად გამჭვირვალე და ხელმისაწვდომი ყველასთვის. აქ ვგულისხმობ თუ რა შემოსავალი ექნებათ როცა პროფესიონალები გახდებიან და როგორი სამუშაოს გაკეთება მოუწევთ. შეიძლება სკოლებშიც ისწავლებოდეს საგნად, უფრო ალგორითმების დონეზე ალბათ. მე ქუთაისის ფიზ. მათში მასწავლიდნენ 5 კლასიდან. ვისაც ინტერესი გაუჩნდება პროგრამირების სხვა სპეციალობისკენ, თვითონ მოიძიებს ინფორმაციას და ისწავლის თუ მოუნდება",
12/13/2022 17:33:25,მამრობითი,30-34,6-9 წელი,0 - 0.5 წელი,Full Stack Developer,AWS,C++,Javascript,React,Git,კი,Jenkins,0-10,0-10,Both (Full time + Part Time),Remote  - International Projects,ინგლისური,სამედიცინო სფერო,საქართველო,15k-20k,საქართველო,კი,40-100,20k-30k,2-2.5,ვსწავლობ/dropout - master,ლეპტოპი,Macos,16 gb,1 tb,სკოლებში უნდა დაიწყოს როოგრც ცალკე საგანი - პროგრამირება,წარმატებული ადამიანების მეტი რეკლამით,რამდენ ადამიანს დაეხმარე წარმატების მიღწევაში ? 
12/13/2022 18:14:24,მამრობითი,24-26,4-6 წელი,1 წელი - 18 თვე,Full Stack Developer,AWS,C++,C#,.NET Core,Git,კი,Jenkins,200-400,50-100,Full Time,Office -  International Projects,ინგლისური,კიბერ უსაფრთხოება,ისრაელი,30k-50k,ისრაელი,კი,100-160,50k-70k,3-3.5,დავამთავრე -  bachelor,ლეპტოპი,Macos,64 gb,1 tb,,,
12/13/2022 19:48:06,მამრობითი,24-26,4-6 წელი,1.5 წელი - 2 წელი,Front End Developer,არ ვიყენებ,C++,TypeScript,Svelte,Git,კი,Jenkins,200-400,0-10,არ უპასუხია,Office -  International Projects,ქართული,გემბლინგი,საქართველო,10k-15k,საქართველო,კი,160-200,10k-15k,1.5-2,დავამთავრე -  bachelor,ლეპტოპი,Macos,32 gb,1 tb,ნაკლები გადასახადები it კომპანიებს,ალბათ დააინტერესა უკვე ყველა პავლემ,
12/13/2022 20:30:10,მამრობითი,24-26,2-4 წელი,0 - 0.5 წელი,Front End Developer,არ ვიყენებ,C++,Javascript,Angular,Git,კი,Jenkins,200-400,0-10,Full Time,Remote  - International Projects,ინგლისური,ინფორმაციული ტექნოლოგიები,საქართველო,არ უპასუხია,ისრაელი,კი,400+,15k-20k,1.5-2,ვსწავლობ/dropout -  bachelor,ლეპტოპი,Macos,32 gb,1 tb,,,
12/13/2022 20:54:26,მამრობითი,21-23,6-9 წელი,4-6 წელი,Front End Developer,არ ვიყენებ,Javascript,Javascript,React,Git,არა,არ ვიყენებთ,0-10,0-10,Full Time,Remote  - International Projects,ინგლისური,გაყიდვები,საქართველო,7k-10k,ამერიკის შეერთებული შტატები,კი,160-200,10k-15k,არ უპასუხია,მხოლოდ სკოლა,Desktop კომპიუტერი,Windows,16 gb,256 gb,,,
12/13/2022 22:44:42,მამრობითი,21-23,1-2 წელი,0 - 0.5 წელი,Back End Developer,AWS,C++,C#,.NET Core,Git,კი,Jenkins,არ მაქვს account,0-10,არ ვარ დასაქმებული,Remote  - Local Projects,ინგლისური,გემბლინგი,საქართველო,4k-5k,საქართველო,კი,160-200,5k-6k,3.9-3.99,ვსწავლობ/dropout -  bachelor,ლეპტოპი,Macos,16 gb,512 gb,,,
12/14/2022 3:57:11,მამრობითი,24-26,6-9 წელი,1 წელი - 18 თვე,Full Stack Developer,AWS,C++,PHP,Laravel,Git,არა,Gitlab,0-10,0-10,Full Time,Remote  - International Projects,ინგლისური,უძრავი ქონება,ა.შ.შ,30k-50k,ამერიკის შეერთებული შტატები,არა,160-200,50k-70k,1-1.5,ვსწავლობ/dropout -  bachelor,ლეპტოპი,Macos,32 gb,512 gb,პავლე მგელაძეს და ოთო ზაკალაშვილს აეკრძალოთ აიტი ინფლუენსერობა,ბაღებში დაინერგოს ჰაკათონები,
12/14/2022 4:01:52,მდედრობითი,21-23,2-4 წელი,0.5 წელი - 1 წელი,Back End Developer,AZURE,C#,C#,.NET,Git,კი,Jenkins,1000-2000,100-500,Both (Full time + Part Time),Remote  - International Projects,ინგლისური,ინფორმაციული ტექნოლოგიები,საქართველო,20k-30k,ამერიკის შეერთებული შტატები,კი,40-100,20k-30k,არ დამიმთავრებია,ვსწავლობ/dropout -  bachelor,ლეპტოპი,Windows,32 gb,1 tb,რესურსების მიმართულებითი გადამზადებს,ვორკშოპების პოპულიზებით,
12/14/2022 8:12:33,მამრობითი,18-20,0-1 წელი,0 - 0.5 წელი,QA Engineer,არ ვიყენებ,Python,Java,Selenium,Git,კი,Jenkins,არ მაქვს account,0-10,Full Time,Office - Local Projects,ქართული,ინფორმაციული ტექნოლოგიები,საქართველო,1000-1499,საქართველო,კი,0-40,1500-2000,2.5-3,ვსწავლობ/dropout -  bachelor,ლეპტოპი,Windows,16 gb,256 gb,,,
12/14/2022 10:06:21,მამრობითი,35-39,9-12 წელი,0 - 0.5 წელი,Database Administrator,AWS,არ უპასუხია,არ უპასუხია,არ უპასუხია,Git,კი,Ansible,არ მაქვს account,არ მაქვს account,Full Time,Remote  - Local Projects,ინგლისური,გემბლინგი,საქართველო,7k-10k,საქართველო,კი,100-160,7k-10k,არ უპასუხია,დავამთავრე - master,ლეპტოპი,Macos,16 gb,512 gb,უფრო მეტი საერთაშორისო კომპანია უნდა შემოვიდეს ბაზარზე.,,
12/14/2022 12:23:36,მამრობითი,30-34,9-12 წელი,0.5 წელი - 1 წელი,Back End Developer,AZURE,C#,C#,.NET Core,Git,კი,Circle CI,0-10,0-10,Both (Full time + Part Time),Office - Local Projects,ქართული,ფინანსები,საქართველო,15k-20k,საქართველო,კი,40-100,20k-30k,3.7-3.8,დავამთავრე -  bachelor,ლეპტოპი,Windows,16 gb,1 tb,,,
12/14/2022 13:41:00,მდედრობითი,27-29,2-4 წელი,0 - 0.5 წელი,Front End Developer,არ ვიყენებ,Javascript,Javascript,Vue,Git,კი,არ ვიყენებთ,0-10,10-20,Full Time,Remote  - International Projects,ინგლისური,E-commerce ,საქართველო,10k-15k,დიდი ბრიტანეთი ,კი,100-160,7k-10k,1-1.5,დავამთავრე -  PHD,ლეპტოპი,Macos,16 gb,256 gb,,,
12/14/2022 15:54:08,მამრობითი,24-26,4-6 წელი,1 წელი - 18 თვე,Front End Developer,AWS,Javascript,Javascript,React,Git,კი,Vercel,400-700,0-10,Full Time,Remote  - International Projects,ინგლისური,ინფორმაციული ტექნოლოგიები,ა.შ.შ,20k-30k,ამერიკის შეერთებული შტატები,კი,100-160,30k-50k,2.5-3,დავამთავრე - master,ლეპტოპი,Macos,16 gb,1 tb,,,
12/14/2022 18:32:41,მამრობითი,18-20,2-4 წელი,1.5 წელი - 2 წელი,Full Stack Developer,AWS,Javascript,TypeScript,React,Git,კი,Circle CI,200-400,0-10,Full Time,Remote  - International Projects,ქართული,ინფორმაციული ტექნოლოგიები,საქართველო,3k-4k,საქართველო,არა,100-160,7k-10k,არ უპასუხია,ვსწავლობ/dropout -  bachelor,ლეპტოპი,Linux,32 gb,512 gb,მეტი სტაჟიორი ან ჯუნიორის აყვანა კომპანიების მხრიდან. საქართველოში ფეხი შედგა პირველ სამსახურში უკვე ძალიან რთულია.,კარგი იქნება თუ უფრო მეტი ჰაკათონი ჩატარდება.,
12/14/2022 20:14:25,მამრობითი,27-29,9-12 წელი,1 წელი - 18 თვე,Full Stack Developer,AWS,PHP,Javascript,Angular,Git,კი,Jenkins,10-100,0-10,Full Time,Office -  International Projects,ინგლისური,ინფორმაციული ტექნოლოგიები,საქართველო,10k-15k,საქართველო,კი,160-200,15k-20k,2.5-3,დავამთავრე -  bachelor,ლეპტოპი,Macos,32 gb,512 gb,,,
