Timestamp,Sex,Age,Experience,FromLeargningToJobTime,Category,CloudUsage,FirstLanguage,CurrentLanguage,MainFramework,SourceControl,HasTesters,CI,StackoverflowPoints,GithubStars,WorkType,JobType,WorkingLanguage,MainEmployerCategory,PhysicalLocation,AverageMonthlyRevenueInGel,CountryWithMostRevenue,CurrentJobSatisfaction,AverageMonthlyWorkHours,DeservedSalaryOpinion,CovidSalaryInfluence,NationalSkillExamPoints,GPA,EducationLevel,LaptopDesktop,OperatingSystem,ComputerModel,RAM,Memory,InformationTechProgressActions,GainNewGenerationInterest
11/15/2021 23:58:21,მამრობითი,24-26,2-4 წელი,6 თვე - 1 წელი,Front End Developer,არ ვიყენებ,Javascript,TypeScript,React,Git,არა,Jenkins,0-10,500-1000,Both (Full time + Part Time),Remote  - Local Projects,ქართული,ინფორმაციული ტექნოლოგიები,საქართველო,4k-5k,საქართველო,კი,160-200,5k-6k,"კი, გაიზარდა",70-80 %,1-1.5,ვსწავლობ კოლეჯში,Desktop კომპიუტერი,Windows,არ უპასუხია,არ უპასუხია,არ უპასუხია,,
11/16/2021 0:02:00,მდედრობითი,21-23,0-1 წელი,4-6 თვე,Front End Developer,AZURE,Javascript,TypeScript,Angular,Git,არა,არ ვიყენებთ,0-10,0-10,Full Time,Office -  International Projects,ინგლისური,საგანმანათლებლო,საქართველო,1000-1499,საქართველო,კი,160-200,1000-1500,არ უმოქმედია,80-90 %,3.5-3.7,დავამთავრე -  bachelor,Desktop კომპიუტერი,Windows,HP Ryzen,8 gb,256 gb,"პირველ რიგში უნდა დაინახონ ინფორმაციული ტექნოლოგიების დიდი წვლილი თანამედროვე სამყაროში, შემდეგ მაქსიმალურად ეცადონ სარგებელი მიიღონ მისგან და დანერგონ საკუთარ კომპანიაში. შექმნან გამოცდილი გუნდი, რაც დაეხმარება სულ მცირე ერთი ნაბიჯით მიზნის მისაღწევად და ამასთანავე შანსი მისცენ ამ სფეროში დამწყებ ადამიანებს, გაუზიარონ გამოცდილება და ა.შ. ","ვფიქრობ , მათ აქვთ უკვე თვალნათელი მაგალითი იმისა , თუ რა არის ინფორმაციული ტექნოლოგია, რადგან თავად სწორედ ამ ეპოქაში დაიბადნენ და ამ სფეროს განვითარებას უწყობენ ფეხს. მთავარია სწორი მიმართულების ძებნაში დავეხმაროთ, რადგან მოგეხსენებათ ძალიან ფართო სფეროა."
11/16/2021 0:03:24,მამრობითი,21-23,1-2 წელი,4-6 თვე,Mobile Apps Developer,არ ვიყენებ,Java,Swift,არც ერთს,Git,კი,Bitrise,0-10,0-10,Full Time,Remote  - Local Projects,ქართული,ფინანსები,საქართველო,1000-1499,საქართველო,კი,160-200,2k-3k,არ უმოქმედია,80-90 %,3.7-3.8,ვსწავლობ -  bachelor,ლეპტოპი,Macos,MacBook Pro,16 gb,512 gb,,
11/16/2021 0:12:50,მამრობითი,27-29,6-9 წელი,1 წელი - 18 თვე,Back End Developer,AZURE,C#,C#,.NET Core,Git,კი,Azure Pipelines,700-1000,10-20,Full Time,Office -  International Projects,ინგლისური,ინფორმაციული ტექნოლოგიები,ნიდერლანდები,15k-20k,საქართველო,კი,100-160,20k-30k,არ უმოქმედია,60-70 %,2-2.5,დავამთავრე - master,ლეპტოპი,Macos,არ უპასუხია,32 gb,512 gb,,
11/16/2021 0:15:38,მამრობითი,27-29,6-9 წელი,3 წელი,Front End Developer,Digital Ocean,C++,Javascript,React,Git,კი,არ ვიყენებთ,0-10,0-10,Full Time,Office - Local Projects,ქართული,ფინანსები,საქართველო,5k-6k,საქართველო,არა,160-200,10k-15k,არ უმოქმედია,80-90 %,1-1.5,დავამთავრე -  bachelor,ლეპტოპი,Windows,არ უპასუხია,16 gb,512 gb,,
11/16/2021 0:16:54,მამრობითი,30-34,9-12 წელი,18 თვე - 2 წელი,Full Stack Developer,არ ვიყენებ,PHP,PHP,არც ერთს,არ ვიყენებთ,არა,არ ვიყენებთ,არ მაქვს account,არ მაქვს account,Full Time,Office - Local Projects,ინგლისური,ინფორმაციული ტექნოლოგიები,საქართველო,2k-3k,საქართველო,კი,160-200,3k-4k,არ უმოქმედია,90 - 100 %,არ უპასუხია,დავამთავრე -  bachelor,ლეპტოპი,Windows,Lenovo Legion,16 gb,256 gb,,
11/16/2021 0:36:10,მამრობითი,30-34,4-6 წელი,3 წელი,Full Stack Developer,არ ვიყენებ,C#,C#,.NET Core,Git,კი,Teamcity,არ უპასუხია,არ უპასუხია,Full Time,Remote  - International Projects,ინგლისური,ფინანსები,საქართველო,7k-10k,საქართველო,კი,100-160,10k-15k,არ უმოქმედია,70-80 %,არ უპასუხია,დავამთავრე -  bachelor,ლეპტოპი,Windows,HP ProBook,16 gb,1 tb,,
11/16/2021 1:27:10,მამრობითი,21-23,1-2 წელი,3 წელი,QA Engineer,არ ვიყენებ,Python,Python,არც ერთს,Git,კი,Jenkins,0-10,0-10,Full Time,Office - Local Projects,ქართული,ფინანსები,საქართველო,500-999,საქართველო,კი,100-160,1000-1500,არ უმოქმედია,70-80 %,2-2.5,დავამთავრე -  bachelor,ლეპტოპი,Windows,MacBook Pro,16 gb,512 gb,,
11/16/2021 1:35:01,მამრობითი,21-23,1-2 წელი,4-6 თვე,Front End Developer,არ უპასუხია,Javascript,Javascript,Vue,Git,კი,არ ვიყენებთ,არ მაქვს account,0-10,Both (Full time + Part Time),Remote  - Local Projects,ქართული,ინფორმაციული ტექნოლოგიები,საქართველო,500-999,საქართველო,კი,160-200,1500-2000,არ უმოქმედია,50-60 %,არ უპასუხია,არ უპასუხია,ლეპტოპი,Windows,Lenovo,16 gb,512 gb,დიპლომის სინდრომი უნდა დავამარცხოთ.,ჩვენი საქმე კარგად უნდა ვაკეთოთ და მაგალითი აიღონ უნდა ჩვენგან
11/16/2021 1:35:48,მამრობითი,27-29,6-9 წელი,3 წელი,Back End Developer,AWS,C,Java,Spring,Git,არა,არ უპასუხია,10-100,0-10,Full Time,Remote  - International Projects,ინგლისური,სამედიცინო სფერო,საქართველო,10k-15k,არ უპასუხია,კი,160-240,15k-20k,"კი, გაიზარდა",80-90 %,2.5-3,დავამთავრე - master,ლეპტოპი,Linux,Dell XPS,24 gb,1 tb,,
11/16/2021 1:43:05,მამრობითი,24-26,2-4 წელი,0-3 თვე,Front End Developer,არ ვიყენებ,C++,Javascript,React,Git,არა,არ ვიყენებთ,არ მაქვს account,არ მაქვს account,Full Time,Office - Local Projects,ქართული,ინფორმაციული ტექნოლოგიები,საქართველო,1500-1999,საქართველო,კი,160-200,3k-4k,არ უპასუხია,40-50 %,1-1.5,ვსწავლობ - master,ლეპტოპი,Windows,Asus Rog,16 gb,512 gb,"მეტი სტაჟირებები, 
დაფინანსდეს სასწავლო კურსები როგორებიცაა Geolab და სხვ.
გაიმართოს მეტი ღონისძიებები",უფასო სასწავლო პროგრამები
11/16/2021 1:45:40,მამრობითი,30-34,12-15 წელი,1 წელი - 18 თვე,Support Specialist,არ ვიყენებ,Python,C#,არც ერთს,არ ვიყენებთ,არა,არ ვიყენებთ,არ მაქვს account,არ მაქვს account,არ ვარ დასაქმებული,არ უპასუხია,ქართული,სამთავრობო ორგანიზაცია,საქართველო,1000-1499,საქართველო,არა,160-200,2k-3k,არ უმოქმედია,70-80 %,არ უპასუხია,მხოლოდ სკოლა,Desktop კომპიუტერი,Windows,არ უპასუხია,16 gb,1 tb,Meti internebi juniorebis dasaqmeba da ara mxolod webis mimartulebit,Xelfasi? 🤣
11/16/2021 1:56:43,მამრობითი,24-26,1-2 წელი,0-3 თვე,WordPress Dev,არ ვიყენებ,Javascript,Javascript,React,Git,არა,არ ვიყენებთ,არ მაქვს account,არ მაქვს account,Both (Full time + Part Time),Remote  - International Projects,ინგლისური,ელ. კომერცია,საქართველო,2k-3k,ამერიკის შეერთებული შტატები,კი,100-160,3k-4k,"კი, გაიზარდა",60-70 %,3-3.5,დავამთავრე -  bachelor,ლეპტოპი,Windows,Dell,8 gb,512 gb,"უბრალოდ გავავრცელოთ ინფორმაცია ამ სფეროს შესახებ, იმის ახსნაა საჭირომ რომ არაა აუცილებელი უნივერსიტეტის ფიპლომი ამ სფეროში და თავიდან ჩაბარება, ან თუნდაც კოლუსალური თანხების ყრა სწავლისთვის შენითაც შეგიძლია, მოკლედ სტანდარტული კლოშეების დანგრევაა საჭირო","ვანახოთ რომ საინტერესოა , პერსპეტიული და შემოსავლიანი "
11/16/2021 2:50:01,მამრობითი,24-26,0-1 წელი,6 თვე - 1 წელი,Full Stack Developer,AWS,Javascript,TypeScript,Angular,Git,კი,არ ვიყენებთ,0-10,0-10,Full Time,Remote  - International Projects,ინგლისური,ინფორმაციული ტექნოლოგიები,საქართველო,2k-3k,ამერიკის შეერთებული შტატები,კი,160-200,2k-3k,არ უმოქმედია,60-70 %,2-2.5,დავამთავრე -  bachelor,ლეპტოპი,Macos,MacBook,16 gb,256 gb,…,…
11/16/2021 5:19:35,მამრობითი,18-20,2-4 წელი,3 წელი,Blockchain Developer,AWS,C++,Solidity,React,Git,კი,არ ვიყენებთ,100-200,10-20,Full Time,Remote  - International Projects,ინგლისური,ინფორმაციული ტექნოლოგიები,ა.შ.შ,15k-20k,კანადა,კი,240-300,15k-20k,"კი, გაიზარდა",50-60 %,არ უპასუხია,მხოლოდ სკოლა,Desktop კომპიუტერი,Linux,PC,32 gb,1 tb,"სტარტაპებს უნდა შევუწყოთ ხელი, დავეხმაროთ უცხო ბაზარზე გასვლაში. სკოლებში ინფორმატიკა მხოლოდ მარკაპ ენების სწავლით არ უნდა შემოიფარგლოს, ისიც კვირაში ერთხელ. ","არ არის საჭირო, უკვე ყოველდღიური საჭიროებაა ინფ. ტექნოლოგია. ბუნებრივად ჩნდება ამ სფეროში მოღვაწეობის სურვილი ბევრ ახალგაზრდაში. მაგრამ, თავისთავად ხელშეწყობა უნდა ქონდეთ."
11/16/2021 5:22:49,მამრობითი,24-26,4-6 წელი,0-3 თვე,ML Engineer,AWS,Python,Python,არც ერთს,Git,არა,Circle CI,0-10,10-20,Both (Full time + Part Time),Remote  - International Projects,ინგლისური,ინფორმაციული ტექნოლოგიები,არ უპასუხია,15k-20k,გერმანია,არა,240-300,20k-30k,"კი, გაიზარდა",90 - 100 %,4,დავამთავრე - master,ლეპტოპი,Macos,Macbook,16 gb,256 gb,,
11/16/2021 7:36:06,მამრობითი,35-39,6-9 წელი,3 წელი,Business Analyst,არ ვიყენებ,Python,არც ერთს,არც ერთს,Git,კი,Jenkins,არ მაქვს account,არ მაქვს account,Both (Full time + Part Time),Remote  - International Projects,ინგლისური,ინფორმაციული ტექნოლოგიები,საქართველო,6k-7k,ამერიკის შეერთებული შტატები,არა,240-300,15k-20k,არ უმოქმედია,არ ჩამიბარებია,4,დავამთავრე - master,Desktop კომპიუტერი,Windows,PC,16 gb,512 gb,,
11/16/2021 8:27:02,მამრობითი,30-34,2-4 წელი,18 თვე - 2 წელი,Business Analyst,არ ვიყენებ,Python,არც ერთს,არც ერთს,არ ვიყენებთ,არა,არ ვიყენებთ,არ მაქვს account,არ მაქვს account,Full Time,Remote  - Local Projects,ქართული,არ უპასუხია,საქართველო,3k-4k,საქართველო,არა,100-160,6k-7k,არ უმოქმედია,60-70 %,2.5-3,დავამთავრე - master,ლეპტოპი,Windows,Lenovo,4 gb,512 gb,"100 ჯერ მეტი ახალგაზრდა უნდა სწავლობდეს პროგრამირებას, ","ქადაგებით, "
11/16/2021 9:00:24,მამრობითი,27-29,6-9 წელი,0-3 თვე,Full Stack Developer,Digital Ocean,PHP,Javascript,React,Git,კი,Github Actions,0-10,0-10,Full Time,Remote  - International Projects,ინგლისური,ინფორმაციული ტექნოლოგიები,საქართველო,10k-15k,გერმანია,კი,160-200,10k-15k,არ უმოქმედია,80-90 %,3-3.5,დავამთავრე - master,ლეპტოპი,Macos,MacBook Pro,16 gb,256 gb,xalxis ganatleba,unda gaaoco shesadzleblobebit
11/16/2021 9:22:15,მამრობითი,21-23,0-1 წელი,4 წელი,Back End Developer,არ ვიყენებ,Python,SQL,არც ერთს,არ ვიყენებთ,არა,არ ვიყენებთ,არ მაქვს account,არ მაქვს account,Full Time,Office - Local Projects,ქართული,ფინანსები,საქართველო,500-999,საქართველო,კი,100-160,1500-2000,არ უმოქმედია,80-90 %,2.5-3,ვსწავლობ - master,Desktop კომპიუტერი,Windows,PC,16 gb,1 tb,,
11/16/2021 9:47:34,მამრობითი,21-23,1-2 წელი,18 თვე - 2 წელი,Data Scientist,AZURE,Java,არც ერთს,არც ერთს,Git,არა,არ ვიყენებთ,0-10,10-20,Full Time,Remote  - International Projects,ინგლისური,ინფორმაციული ტექნოლოგიები,საქართველო,10k-15k,ამერიკის შეერთებული შტატები,კი,40-100,10k-15k,არ უმოქმედია,80-90 %,2-2.5,ვსწავლობ -  bachelor,ლეპტოპი,Windows,არ უპასუხია,16 gb,1 tb,,
11/16/2021 9:49:41,მამრობითი,18-20,0-1 წელი,18 თვე - 2 წელი,Back End Developer,არ უპასუხია,Python,PHP,Laravel,Git,არა,არ ვიყენებთ,არ უპასუხია,არ უპასუხია,Full Time,Office - Local Projects,ქართული,ინფორმაციული ტექნოლოგიები,საქართველო,500-999,საქართველო,კი,0-40,1000-1500,არ უმოქმედია,80-90 %,არ უპასუხია,ვსწავლობ -  bachelor,Desktop კომპიუტერი,Windows,არ უპასუხია,8 gb,120 gb,,
11/16/2021 10:12:06,მამრობითი,24-26,6-9 წელი,1 წელი - 18 თვე,Full Stack Developer,GCP,C++,Python,Angular,Git,კი,Circle CI,0-10,0-10,Both (Full time + Part Time),Remote  - International Projects,ინგლისური,ინფორმაციული ტექნოლოგიები,საქართველო,10k-15k,ამერიკის შეერთებული შტატები,კი,40-100,30k-50k,არ უმოქმედია,90 - 100 %,2.5-3,ვსწავლობ - PHD,ლეპტოპი,Windows,Acer Predator,16 gb,1 tb,,
11/16/2021 10:17:07,მამრობითი,27-29,0-1 წელი,6 თვე - 1 წელი,Front End Developer,არ ვიყენებ,Javascript,Javascript,React,Git,კი,Jenkins,არ მაქვს account,0-10,Full Time,Office -  International Projects,ინგლისური,ინფორმაციული ტექნოლოგიები,საქართველო,4k-5k,საქართველო,კი,160-200,4k-5k,"კი, გაიზარდა",70-80 %,2-2.5,დავამთავრე -  bachelor,ლეპტოპი,Macos,არ უპასუხია,32 gb,512 gb,,
11/16/2021 11:09:13,მამრობითი,24-26,2-4 წელი,6 თვე - 1 წელი,Front End Developer,არ ვიყენებ,Javascript,Javascript,React,Git,კი,არ ვიყენებთ,არ მაქვს account,20-50,Full Time,Remote  - International Projects,ინგლისური,ფინანსები,საქართველო,15k-20k,ისრაელი,კი,40-100,20k-30k,"კი, გაიზარდა",80-90 %,1.5-2,დავამთავრე -  bachelor,ლეპტოპი,Windows,MacBook,16 gb,1 tb,,
11/16/2021 11:21:36,მამრობითი,21-23,2-4 წელი,6 თვე - 1 წელი,Full Stack Developer,GCP,Python,Python,Django,Git,არა,არ ვიყენებთ,0-10,0-10,Part Time,Remote  - Local Projects,ქართული,ინფორმაციული ტექნოლოგიები,საქართველო,4k-5k,საქართველო,ისე რა,300-400,7k-10k,არ უმოქმედია,60-70 %,2.5-3,ვსწავლობ -  bachelor,ლეპტოპი,Linux,Acer Aspire,16 gb,256 gb,,
11/16/2021 11:27:32,მამრობითი,30-34,6-9 წელი,1 წელი - 18 თვე,Full Stack Developer,არ ვიყენებ,C++,PHP,Laravel,არ ვიყენებთ,კი,არ ვიყენებთ,არ მაქვს account,არ მაქვს account,Both (Full time + Part Time),Office - Local Projects,ქართული,ინფორმაციული ტექნოლოგიები,საქართველო,6k-7k,საქართველო,არა,160-200,10k-15k,არ უმოქმედია,70-80 %,არ უპასუხია,არ უპასუხია,ლეპტოპი,Macos,MacBook Pro,16 gb,1 tb,საჭიროება უნდა არსებობდეს : )),შესაძლებლობებზე უნდა ველაპარაკოთ
11/16/2021 11:35:03,მამრობითი,30-34,4-6 წელი,0-3 თვე,Full Stack Developer,AZURE,C,C#,.NET Core,Git,კი,Azure Pipelines,არ მაქვს account,არ მაქვს account,Full Time,Office -  International Projects,ინგლისური,ინფორმაციული ტექნოლოგიები,საქართველო,10k-15k,საქართველო,კი,0-40,15k-20k,"კი, გაიზარდა",90 - 100 %,არ უპასუხია,დავამთავრე -  bachelor,Desktop კომპიუტერი,Windows,არ უპასუხია,24 gb,1 tb,,
11/16/2021 11:41:34,მამრობითი,27-29,4-6 წელი,4-6 თვე,Back End Developer,AWS,PHP,Javascript,Nest.js,Git,კი,არ ვიყენებთ,10-100,0-10,Full Time,Remote  - Local Projects,ქართული,გემბლინგი,საქართველო,4k-5k,საქართველო,კი,100-160,6k-7k,არ უმოქმედია,40-50 %,1.5-2,დავამთავრე -  bachelor,ლეპტოპი,Windows,არ უპასუხია,16 gb,256 gb,,
11/16/2021 11:54:01,მამრობითი,24-26,2-4 წელი,3 წელი,Back End Developer,AWS,C++,არ უპასუხია,Rails,Git,კი,Circle CI,10-100,0-10,Both (Full time + Part Time),Remote  - International Projects,ინგლისური,ინფორმაციული ტექნოლოგიები,საქართველო,5k-6k,საქართველო,კი,100-160,10k-15k,არ უმოქმედია,90 - 100 %,3-3.5,დავამთავრე -  bachelor,ლეპტოპი,Linux,Asus Tuf,16 gb,256 gb,"მაქსიმალური თავისუფლება, გადადახადების შემცირება",ხელფასებით :დ და პოტენციალით 
11/16/2021 12:49:25,მამრობითი,27-29,12-15 წელი,4-6 თვე,Full Stack Developer,AWS,Pascal,Javascript,Angular,Git,კი,Jenkins,არ მაქვს account,არ მაქვს account,Full Time,Remote  - International Projects,ინგლისური,მასიური კონსტრუქციები,საქართველო,20k-30k,ამერიკის შეერთებული შტატები,კი,100-160,30k-50k,არ უმოქმედია,90 - 100 %,2.5-3,დავამთავრე - master,ლეპტოპი,Macos,არ უპასუხია,32 gb,1 tb,,
11/16/2021 12:50:18,მამრობითი,21-23,1-2 წელი,18 თვე - 2 წელი,Back End Developer,AZURE,Java,C#,.NET Core,Git,არა,არ ვიყენებთ,0-10,0-10,Full time,Remote  - International Projects,ინგლისური,"სამოგზაურო ინდუსტრია (PMS, booking engines, channel managers, etc.)",საქართველო,4k-5k,საბერძნეთი,კი,100-160,5k-6k,არ უმოქმედია,90 - 100 %,3.8-3.9,დავამთავრე -  bachelor,ლეპტოპი,Windows,HP Omen,16 gb,256 gb,"ნაკლები სამუშაო პერსონალის გადინება საზღვრებს გარეთ, ნაკლები აუთსორსზე მომუშავე პროგრამისტი. განათლების დონის გაუმჯობესება. ქართული ტექნიკური ლიტერატურის დახვეწა. ","შრომის დაფასებით და ვებსაიტების აწყობის გარდა, სხვა სფეროების განვითარებით. "
11/16/2021 13:25:01,მამრობითი,27-29,6-9 წელი,0-3 თვე,Full Stack Developer,არ ვიყენებ,PHP,PHP,არც ერთს,არ ვიყენებთ,არა,არ ვიყენებთ,0-10,არ მაქვს account,Both (Full time + Part Time),Remote  - International Projects,ინგლისური,ინფორმაციული ტექნოლოგიები,საქართველო,1500-1999,საქართველო,არა,40-100,4k-5k,"კი, გაიზარდა",80-90 %,არ უპასუხია,დავამთავრე -  bachelor,ლეპტოპი,Windows,არ უპასუხია,16 gb,512 gb,,
11/16/2021 13:57:36,მამრობითი,24-26,2-4 წელი,18 თვე - 2 წელი,Front End Developer,AWS,Java,TypeScript,არ უპასუხია,Git,არა,არ უპასუხია,10-100,0-10,Full Time,Remote  - International Projects,ინგლისური,ინფორმაციული ტექნოლოგიები,ა.შ.შ,7k-10k,ამერიკის შეერთებული შტატები,კი,240-300,10k-15k,არ უმოქმედია,90 - 100 %,1-1.5,ვსწავლობ -  bachelor,ლეპტოპი,Windows,არ უპასუხია,16 gb,512 gb,,
11/16/2021 14:02:00,მდედრობითი,18-20,1-2 წელი,1 წელი - 18 თვე,Mobile Apps Developer,არ ვიყენებ,Javascript,Javascript,React,Git,კი,არ ვიყენებთ,100-200,0-10,Both (Full time + Part Time),Office - Local Projects,ქართული,ფინანსები,საქართველო,1500-1999,საქართველო,კი,40-100,1500-2000,არ უმოქმედია,არ უპასუხია,არ უპასუხია,ვსწავლობ -  bachelor,ლეპტოპი,Macos,MacBook Pro,8 gb,256 gb,"სკოლებში დაინერგოს აიტი სფერო უკეთესად , ბავშვებს არ უნდა ეგენოთ რომ აიტი მარტო ვორდი და ექსელია. ",დავაბახოთ შესაძლებოლობები ამ სფეროსი
11/16/2021 14:14:56,მამრობითი,21-23,0-1 წელი,4-6 თვე,Front End Developer,არ ვიყენებ,Javascript,TypeScript,Angular,Git,კი,Jenkins,არ მაქვს account,0-10,Full Time,Office - Local Projects,ქართული,ინფორმაციული ტექნოლოგიები,საქართველო,300-499,საქართველო,კი,0-40,1500-2000,"კი, შემცირდა",70-80 %,2.5-3,ვსწავლობ - master,ლეპტოპი,Windows,Omen,16 gb,512 gb,,
11/16/2021 14:40:25,მდედრობითი,30-34,6-9 წელი,6 თვე - 1 წელი,QA Engineer,AWS,Java,Java,არ უპასუხია,Git,კი,Gitlab CI,არ მაქვს account,0-10,Full Time,Remote  - International Projects,ინგლისური,საავტომობილო,საქართველო,5k-6k,ნიდერლანდები,კი,100-160,6k-7k,"კი, გაიზარდა",60-70 %,3-3.5,დავამთავრე - master,ლეპტოპი,Windows,Lenovo,8 gb,256 gb,"ადგილობრივმა კომპანიებმა დაიწყონ უფრო ხარისხიანი პროდუქტის წარმოება. ასევე რეგიონებში გაიზარდოს IT პროფესიის ცნობადობა: development, QA, UI/UX","სკოლებში მოვუყვეთ ამის არსებობის შესახებ, შეიძლება საერთოდ არ იციან ჩვენი პროფესიების არსებობის შესახებ. რეგიონებშიც იგივე ვქნათ. "
11/16/2021 15:06:09,მამრობითი,21-23,2-4 წელი,6 თვე - 1 წელი,QA Engineer,არ ვიყენებ,Python,არც ერთს,არც ერთს,Git,კი,არ ვიყენებთ,არ მაქვს account,არ მაქვს account,Full Time,Office -  International Projects,ქართული,ფინანსები,საქართველო,1000-1499,საქართველო,კი,0-40,1500-2000,"კი, გაიზარდა",40-50 %,1-1.5,ვსწავლობ -  bachelor,ლეპტოპი,Windows,Lenovo ThinkBook,16 gb,512 gb,სკოლებში უნდა ჩატარდეს მეტი გაცნობითი ხასიათის შეხვედრები და გააცნონ თუ რამხელა შესაძლებლობა აქვს ამ სფეროში,"გავაცნოთ სხვადსხვა პროექტტები, ავუხსნათ რომ მათაც შეუძლიათ მსგავსი პოექტებზე მუშაობა"
11/16/2021 19:23:07,მამრობითი,21-23,2-4 წელი,4-6 თვე,Back End Developer,Hetzner,C++,Rust,Substrate,Git,კი,Travis,10-100,10-20,Full Time,Remote  - International Projects,ინგლისური,ინფორმაციული ტექნოლოგიები,საქართველო,10k-15k,გერმანია,კი,100-160,10k-15k,"კი, გაიზარდა",90 - 100 %,3-3.5,ვსწავლობ -  bachelor,ლეპტოპი,Linux,HP,20 gb,120 gb,"მეტი ინვესტიცია სფეროში, უფრო მეტი ადგილობრივი მაღალანაზღაურებადი სამსახური, და tax policy იგივე დარჩეს IT კომპანიებისთვის საერთაშორისო ინვესტიციის მოსაზიდად","უფრო მეტი IT განათლება სკოლებში, შეხვედრები დარგების სპეციალისტებთან და ექსპერტებთან"
11/17/2021 0:42:27,მამრობითი,18-20,1-2 წელი,4-6 თვე,Back End Developer,AZURE,Python,C#,.NET Core,Git,კი,Azure Pipelines,0-10,0-10,Full Time,Remote  - International Projects,ინგლისური,სადაზღვევო სფერო,საქართველო,5k-6k,საქართველო,კი,0-40,5k-6k,"კი, გაიზარდა",90 - 100 %,3.8-3.9,ვსწავლობ -  bachelor,Desktop კომპიუტერი,Windows,არ უპასუხია,32 gb,4 tb,"მეტი კარგი ვენდორი უნდა შემოვიდეს და კომპანიებიეს უნდა ჩამოშორდეს მძიმე ბიუროკრატიული მხარე, მოიქცნენ თიბისისავით.",
11/17/2021 9:44:16,მამრობითი,24-26,0-1 წელი,6 თვე - 1 წელი,Mobile Apps Developer,არ ვიყენებ,Swift,Swift,არც ერთს,Sourcetree,კი,Bitrise,არ უპასუხია,0-10,Both (Full time + Part Time),Remote  - Local Projects,ქართული,ფინანსები,საქართველო,2k-3k,საქართველო,კი,160-200,3k-4k,"კი, გაიზარდა",70-80 %,არ უპასუხია,ვსწავლობ -  bachelor,ლეპტოპი,Macos,MacBook Pro,16 gb,512 gb,მეტი კომპეტენცია უნდა დაგროვდეს,პირადი მაგალითით
11/17/2021 9:58:51,მამრობითი,30-34,0-1 წელი,18 თვე - 2 წელი,Back End Developer,არ ვიყენებ,C#,C#,.NET Core,Git,კი,Jenkins,არ მაქვს account,0-10,Full Time,Remote  - International Projects,ინგლისური,ინფორმაციული ტექნოლოგიები,საქართველო,3k-4k,საქართველო,კი,40-100,3k-4k,"კი, გაიზარდა",80-90 %,3.8-3.9,დავამთავრე - master,ლეპტოპი,Windows,Acer Aspire,16 gb,1 tb,ბავშვთა IT უნდა ჩავდოთ ფული,თამაშებით 
11/17/2021 10:41:57,მამრობითი,21-23,2-4 წელი,1 წელი - 18 თვე,Back End Developer,AZURE,C++,C#,.NET Core,Git,კი,Jenkins,არ მაქვს account,არ მაქვს account,Full Time,Office - Local Projects,ინგლისური,ინფორმაციული ტექნოლოგიები,ნორვეგია,7k-10k,ამერიკის შეერთებული შტატები,კი,40-100,7k-10k,"კი, შემცირდა",80-90 %,3.8-3.9,დავამთავრე -  bachelor,ლეპტოპი,Macos,არ უპასუხია,16 gb,512 gb,,
11/17/2021 16:25:32,მამრობითი,30-34,4-6 წელი,1 წელი - 18 თვე,Full Stack Developer,არ ვიყენებ,Javascript,Javascript,Vue,Git,კი,არ უპასუხია,არ მაქვს account,0-10,Both (Full time + Part Time),Office -  International Projects,ქართული,გემბლინგი,საქართველო,3k-4k,საქართველო,კი,160-200,4k-5k,"კი, გაიზარდა",70-80 %,2.5-3,დავამთავრე -  bachelor,ლეპტოპი,Macos,MacBook Pro,16 gb,512 gb,ალბათ უფრო მეტი ღია კურსები(ლექციები) უნდა იყოს ხალხისთვის ვინც ჩვენს მომსახურებას იყენებს ) ,"ვინ იცის . ალბათ ჯობია თვითონ გაუჩნდეს ეს აზრი . 
"
11/17/2021 19:46:25,მამრობითი,18-20,0-1 წელი,18 თვე - 2 წელი,Front End Developer,AZURE,C++,TypeScript,Angular,TFS,კი,Jenkins,არ მაქვს account,0-10,Full Time,Remote  - Local Projects,ქართული,ფინანსები,საქართველო,1500-1999,საქართველო,კი,100-160,2k-3k,არ უმოქმედია,80-90 %,4,ვსწავლობ -  bachelor,ლეპტოპი,Windows,არ უპასუხია,16 gb,არ უპასუხია,,
11/17/2021 22:55:33,მამრობითი,18-20,0-1 წელი,6 თვე - 1 წელი,Full Stack Developer,არ ვიყენებ,Python,PHP,Laravel,Git,კი,არ ვიყენებთ,არ მაქვს account,0-10,Full Time,Office - Local Projects,ქართული,სამთავრობო ორგანიზაცია,საქართველო,500-999,საქართველო,კი,100-160,1000-1500,არ უმოქმედია,70-80 %,3.7-3.8,ვსწავლობ -  bachelor,ლეპტოპი,Windows,Acer,8 gb,256 gb,"არაფერი, თავისით ვითარდება ყველაფერი ნელ-ნელა",არაა საჭირო ზედმეტი კონკურენტი )))
11/18/2021 21:17:57,მამრობითი,21-23,1-2 წელი,1 წელი - 18 თვე,Front End Developer,Digital Ocean,Javascript,Javascript,React,Git,არა,არ ვიყენებთ,არ მაქვს account,არ მაქვს account,Full Time,Office -  International Projects,ინგლისური,ფინანსები,საქართველო,1000-1499,საქართველო,კი,160-200,2k-3k,"კი, გაიზარდა",80-90 %,არ უპასუხია,მხოლოდ სკოლა,ლეპტოპი,Windows,Asus,8 gb,512 gb,,
